source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002870-Sample-1047	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1047	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	CEJ_CTRL_Heart_Nucl_d05_A16.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1048	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1048	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	BALB_ISO_Heart_Nucl_d05_A14.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1049	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1049	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	C57_ISO_Heart_Nucl_d01_A17.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1050	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1050	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	BALB_ISO_Heart_Nucl_d03_A14.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1051	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1051	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	CEJ_CTRL_Heart_Nucl_d00_A15.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1052	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1052	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	AJ_CTRL_Heart_Cyto_d03_A01.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1053	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1053	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	DBA_ISO_Heart_Cyto_d07_A02.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1054	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1054	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	FVB_CTRL_Heart_Cyto_d01_A01.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1055	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1055	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	CEJ_CTRL_Heart_Cyto_d05_A05.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1056	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1056	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	DBA_ISO_Heart_Mito_d01_A09.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1057	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1057	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	CEJ_CTRL_Heart_Nucl_d10_A13.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1058	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1058	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	CEJ_CTRL_Heart_Nucl_d14_A18.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1059	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1059	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	CEJ_CTRL_Heart_Nucl_d05_A18.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1060	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1060	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	AJ_CTRL_Heart_Cyto_d00_A01.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1061	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1061	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	DBA_CTRL_Heart_Nucl_d14_A16.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1062	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1062	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	BALB_CTRL_Heart_Nucl_d03_A16.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1063	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1063	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	C57_CTRL_Heart_Mito_d05_A10.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1064	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1064	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	CEJ_ISO_Heart_Nucl_d05_A18.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1065	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1065	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	C57_ISO_Heart_Cyto_d10_A05.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1066	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1066	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	BALB_ISO_Heart_Mito_d10_A09.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1067	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1067	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	DBA_CTRL_Heart_Nucl_d05_A16.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1068	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1068	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	C57_CTRL_Heart_Mito_d07_A10.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1069	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1069	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	CEJ_ISO_Heart_Nucl_d03_A18.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1070	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1070	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	C57_ISO_Heart_Mito_d07_A10.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1071	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1071	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	C57_CTRL_Heart_Nucl_d07_A15.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1072	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1072	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	AJ_CTRL_Heart_Cyto_d05_A02.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1073	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1073	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	C57_CTRL_Heart_Mito_d14_A09.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1074	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1074	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	C57_ISO_Heart_Mito_d01_A13.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
PXD002870-Sample-1075	Mus musculus	heart	healthy, hypertrophic	not available	male	9–12 weeks	run 1075	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), condition (healthy, hypertrophic)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	600 ppm	dithiothreitol	iodoacetamide	orbitrap	AJ_ISO_Heart_Cyto_d07_A05.raw	v1.1.0	HAMLET-agentic v2.1.0	healthy, hypertrophic
