source name	characteristics[treatment]	characteristics[organism]	characteristics[organism part]	characteristics[sex]	characteristics[age]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[disease]	characteristics[cell line]	characteristics[cell type]	characteristics[infect]	characteristics[enrichment process]	assay name	comment[label]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[Number of missed cleavages]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	comment[file uri]	factor value[enrichment process]	sampleChecksum	sampleAccession
PXD011799-Pool	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	Pool TAB + PBMC MCM	TMT131	1	4	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr4_Ms2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr4_Ms2.raw	no enrichment	96bc5707ae36b887c6a95c835389e730c48b0502c42a490e9141a3d01d677efb	SAMEA7711111
PXD011799-P1	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P1 TAB mock	TMT126	1	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	no enrichment	72a0ad800a03bd9b0399536c658806eea1d19550ecbf027d8933c43a31aac608	SAMEA7711102
PXD011799-P1	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P1 TAB MCM	TMT127N	1	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	no enrichment	a7cff68c6ac9ac1677fbc6510863422e38555b4d422679e7911e24eb08db779f	SAMEA7711103
PXD011799-P2	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P2 TAB mock	TMT127C	1	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	no enrichment	c51ee35e7f1589cf6c884674f53ea66376a5d481b9ecf7b2c89f86a1cb457e48	SAMEA7711104
PXD011799-P2	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P2 TAB MCM	TMT128N	1	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	no enrichment	065c020083c4d29ced4008dcc1b310d610804540b41d35ab92d6acdb1b30d5db	SAMEA7711105
PXD011799-P3	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P3 TAB mock	TMT128C	1	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	no enrichment	cf06f0953a4957d38ea152352269a087a61832895276ef30f6c2dc9893561eae	SAMEA7711106
PXD011799-P3	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P3 TAB MCM	TMT129N	1	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	no enrichment	b68def18a59228ebe21240954f13f4806d71d1cb2d48fe840df50b06a3e8ed99	SAMEA7711107
PXD011799-P4	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P4 TAB mock	TMT129C	1	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	no enrichment	74ae243707a9b0978db2e78f08a38e300b69bcdeec5298d0b6eaf65705ad53f0	SAMEA7711108
PXD011799-P4	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P4 TAB MCM	TMT130N	1	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	no enrichment	525c6937020486d828684cbaa4a1443314d2a739f6067ae98cd892a425f4035a	SAMEA7711109
PXD011799-Pool	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	Pool TAB + PBMC mock	TMT130C	1	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	no enrichment	da4099a54baf577ac65469278674b658f063fbfbe990747c2493387e9e543aea	SAMEA7711110
PXD011799-Pool	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	Pool TAB + PBMC MCM	TMT131	1	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	no enrichment	96bc5707ae36b887c6a95c835389e730c48b0502c42a490e9141a3d01d677efb	SAMEA7711111
PXD011799-P1	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P1 TAB mock	TMT126	1	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	no enrichment	72a0ad800a03bd9b0399536c658806eea1d19550ecbf027d8933c43a31aac608	SAMEA7711102
PXD011799-P1	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P1 TAB MCM	TMT127N	1	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	no enrichment	a7cff68c6ac9ac1677fbc6510863422e38555b4d422679e7911e24eb08db779f	SAMEA7711103
PXD011799-P2	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P2 TAB mock	TMT127C	1	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	no enrichment	c51ee35e7f1589cf6c884674f53ea66376a5d481b9ecf7b2c89f86a1cb457e48	SAMEA7711104
PXD011799-P2	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P2 TAB MCM	TMT128N	1	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	no enrichment	065c020083c4d29ced4008dcc1b310d610804540b41d35ab92d6acdb1b30d5db	SAMEA7711105
PXD011799-P3	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P3 TAB mock	TMT128C	1	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	no enrichment	cf06f0953a4957d38ea152352269a087a61832895276ef30f6c2dc9893561eae	SAMEA7711106
PXD011799-P3	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P3 TAB MCM	TMT129N	1	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	no enrichment	b68def18a59228ebe21240954f13f4806d71d1cb2d48fe840df50b06a3e8ed99	SAMEA7711107
PXD011799-P4	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P4 TAB mock	TMT129C	1	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	no enrichment	74ae243707a9b0978db2e78f08a38e300b69bcdeec5298d0b6eaf65705ad53f0	SAMEA7711108
PXD011799-P4	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P4 TAB MCM	TMT130N	1	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	no enrichment	525c6937020486d828684cbaa4a1443314d2a739f6067ae98cd892a425f4035a	SAMEA7711109
PXD011799-Pool	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	Pool TAB + PBMC mock	TMT130C	1	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	no enrichment	da4099a54baf577ac65469278674b658f063fbfbe990747c2493387e9e543aea	SAMEA7711110
PXD011799-Pool	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	Pool TAB + PBMC MCM	TMT131	1	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	no enrichment	96bc5707ae36b887c6a95c835389e730c48b0502c42a490e9141a3d01d677efb	SAMEA7711111
PXD011799-P1	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P1 TAB mock	TMT126	1	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	no enrichment	72a0ad800a03bd9b0399536c658806eea1d19550ecbf027d8933c43a31aac608	SAMEA7711102
PXD011799-P1	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P1 TAB MCM	TMT127N	1	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	no enrichment	a7cff68c6ac9ac1677fbc6510863422e38555b4d422679e7911e24eb08db779f	SAMEA7711103
PXD011799-P2	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P2 TAB mock	TMT127C	1	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	no enrichment	c51ee35e7f1589cf6c884674f53ea66376a5d481b9ecf7b2c89f86a1cb457e48	SAMEA7711104
PXD011799-P2	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P2 TAB MCM	TMT128N	1	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	no enrichment	065c020083c4d29ced4008dcc1b310d610804540b41d35ab92d6acdb1b30d5db	SAMEA7711105
PXD011799-P3	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P3 TAB mock	TMT128C	1	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	no enrichment	cf06f0953a4957d38ea152352269a087a61832895276ef30f6c2dc9893561eae	SAMEA7711106
PXD011799-P3	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P3 TAB MCM	TMT129N	1	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	no enrichment	b68def18a59228ebe21240954f13f4806d71d1cb2d48fe840df50b06a3e8ed99	SAMEA7711107
PXD011799-P4	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	no enrichment	P4 TAB mock	TMT129C	1	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	no enrichment	74ae243707a9b0978db2e78f08a38e300b69bcdeec5298d0b6eaf65705ad53f0	SAMEA7711108
