source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD003668-Sample-64	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20141013_QEp8_FaCo_SA_TU_ROV_5.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-65	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20131025_EXQ3_FaCo_SA_CL_TOV112D_C.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-66	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20130315_EXQ4_FaCo_SA_CL_IOSE7675_B.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-67	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20150305_QEp7_FaCo_SA_CL_COV318_C.raw	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-68	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20130809_EXQ3_FaCo_SA_CL_IOSE397_B.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-69	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20150305_QEp7_FaCo_SA_CL_OVCAR3_C.raw	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-70	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20140109_EXQ8_FaCo_SA_CL_SNU119_A.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-71	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20131025_EXQ3_FaCo_SA_CL_TOV112DR_A.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-72	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20141013_QEp8_FaCo_SA_TU_OV_1131.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-73	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20150305_QEp7_FaCo_SA_CL_JHOS4_B.raw	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-74	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20150305_QEp7_FaCo_SA_CL_OVCAR5_B.raw	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-75	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20130314_EXQ4_FaCo_SA_CL_OVCA433_B.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-76	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20140516_QEp3_FaCo_SA_CL_PEO4_B.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-77	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20130607_EXQ4_FaCo_SA_CL_A2780CP70_B.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-78	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20130314_EXQ4_FaCo_SA_CL_OVISE_A.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-79	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20150305_QEp7_FaCo_SA_CL_OVSAHO_C.raw	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-80	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20140709_QEp3_FaCo_SA_CL_59M_B.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-81	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20150305_QEp7_FaCo_SA_CL_OVSAHO_B.raw	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-82	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20140109_EXQ8_FaCo_SA_CL_SNU119_B.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-83	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20140521_QEp4_FaCo_SA_PC_FTEC_1216.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
PXD003668-Sample-84	Homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell, mesenchymal cell, clear cell, fallopian tube epithelial cell, ovarian surface epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, TOV112DR, A2780, TYKNU	not available	not available	not available	not available	run 84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive, Q Exactive HF	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line category (epithelial/group I, clear cell/group II, mesenchymal/group III)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	iodoacetamide	orbitrap	20131025_EXQ3_FaCo_SA_CL_TOV112DR_C.RAW	v1.1.0	HAMLET-agentic v2.1.0	high-grade serous ovarian cancer
