source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000561-Sample-1807	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1807	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Urinarybladder_Gel_Elite_40_f18.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1808	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1808	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Adrenalgland_bRP_Velos_1_f05.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1809	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1809	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Ovary_bRP_Velos_41_f12.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1810	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1810	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Platelets_Gel_Velos_36_f12.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1811	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1811	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Liver_bRP_Elite_23_f11.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1812	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1812	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Frontalcortex_bRP_Elite_85_f23.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1813	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1813	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Spinalcord_bRP_Elite_66_f05.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1814	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1814	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Ovary_bRP_Elite_57_f13.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1815	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1815	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Retina_bRP_Elite_64_f15.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1816	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1816	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_CD4Tcells_bRP_Elite_28_f02.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1817	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1817	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Placenta_Gel_Velos_14_f17.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1818	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1818	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Heart_Gel_Velos_7_f21.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1819	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1819	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Heart_Gel_Elite_54_f03.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1820	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1820	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Urinarybladder_Gel_Elite_70_f06.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1821	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1821	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Bcells_Gel_Elite_76_f20.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1822	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1822	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Prostate_bRP_Elite_61_f15.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1823	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1823	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Monocytes_Gel_Velos_32_f20.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1824	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1824	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Heart_bRP_Elite_39_f09.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1825	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1825	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Bcells_bRP_Velos_42_f16.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1826	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1826	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Kidney_Gel_Elite_55_f27.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1827	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1827	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Ovary_bRP_Elite_57_f07.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1828	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1828	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Heart_Gel_Velos_21_f17.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1829	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1829	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Retina_Gel_Velos_5_f03.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1830	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1830	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Urinarybladder_Gel_Elite_40_f23.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1831	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1831	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Gut_Gel_Velos_72_f21.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1832	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1832	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Colon_Gel_Elite_51_f23.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1833	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1833	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Adrenalgland_bRP_Velos_1_f04.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1834	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1834	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_NKcells_Gel_Elite_78_f05.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1835	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1835	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Retina_Gel_Elite_65_f02.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1836	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1836	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Testis_Gel_Velos_27_f04.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1837	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1837	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Rectum_Gel_Elite_63_f13.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1838	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1838	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Liver_Gel_Velos_24_f12.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1839	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1839	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Lung_Gel_Velos_13_f01.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1840	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1840	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Bcells_bRP_Velos_42_f32.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1841	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1841	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_CD8Tcells_bRP_Elite_77_f11.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1842	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1842	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Adrenalgland_bRP_Velos_1_f09.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1843	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1843	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Platelets_Gel_Velos_36_f21.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
