source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010603-Sample-241	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 241	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_EC383_6_20171031015038.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-242	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 242	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_C146_8.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-243	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 243	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171103_JMM_VC383_1.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-244	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 244	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171117_JMM_T405_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-245	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 245	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171117_JMM_VC405_8.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-246	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 246	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171101_JMM_STG383_4.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-247	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 247	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171114_JMM_IPL405_10.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-248	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 248	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171101_JMM_STG383_3.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-249	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 249	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_CN146_2.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-250	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 250	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_EC383_8_20171031045518.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-251	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 251	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_C383_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-252	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 252	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_A146_1.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-253	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 253	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_CN146_7.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-254	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 254	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171115_JMM_MFG405_6.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-255	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 255	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171103_JMM_A405_11.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-256	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 256	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171116_JMM_STG405_3.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-257	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 257	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_CN383_9.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-258	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 258	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_EC146_8.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-259	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 259	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_CN383_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-260	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 260	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_C146_2.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-261	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 261	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_IPL383_7.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-262	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 262	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_CN146_9.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-263	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 263	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171017_JMM_IPL146_6.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-264	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 264	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171101_JMM_STG383_10.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-265	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 265	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_STG146_10.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-266	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 266	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171102_JMM_T383_2.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-267	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 267	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_A383_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-268	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 268	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171101_JMM_STG383_2.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-269	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 269	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_C383_2.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-270	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 270	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_C383_6.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-271	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 271	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171103_JMM_VC383_8.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-272	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 272	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171117_JMM_T405_3.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-273	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 273	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171103_JMM_VC383_4.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-274	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 274	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_CN146_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-275	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 275	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_C146_11.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-276	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 276	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171019_JMM_T146_4.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-277	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 277	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_C383_3.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-278	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 278	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_STG146_1.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-279	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 279	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_A383_1.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-280	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 280	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171114_JMM_IPL405_7.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
