source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD005445-Sample-111	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 111	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3564.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-112	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 112	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2040_STRd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-113	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 113	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-1950_DFCd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-114	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 114	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2562_AMY.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-115	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 115	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2050_HIPd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-116	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 116	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2750_MD.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-117	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 117	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2096_V1Cd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-118	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 118	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3628.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-119	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 119	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2045_CON3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-120	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 120	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3587.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-121	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 121	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2822_CON.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-122	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 122	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2717_HIP.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-123	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 123	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2015_STRd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-124	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 124	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2606_CBC.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-125	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 125	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2771_CON.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-126	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 126	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3580.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-127	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 127	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2156_CON3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-128	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 128	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-1990_MDd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-129	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 129	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3581.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-130	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 130	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3585.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-131	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 131	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2116_V1Cd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-132	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 132	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2141_CBCd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-133	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 133	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2131_CBCd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-134	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 134	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2010_MDd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-135	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 135	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3608.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-136	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 136	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-1995_CON3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-137	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 137	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3562.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-138	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 138	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3141.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-139	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 139	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2830_V1C.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-140	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 140	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3644.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-141	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 141	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2742_MD.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-142	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 142	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3546.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-143	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 143	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3625.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-144	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 144	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2761_AMYdev.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-145	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 145	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2622_CBC.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-146	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 146	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2796_STR.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-147	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 147	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2596_DFC.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
