source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000605-Sample-495	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 124	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_13.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-496	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 124	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_13.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-497	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 125	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_15.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-498	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 125	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_15.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-499	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 125	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_15.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-500	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 125	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_15.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-501	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 126	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_19.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-502	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 126	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_19.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-503	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 126	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_19.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-504	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 126	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_19.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-505	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 127	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_9.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-506	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 127	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_9.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-507	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 127	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_9.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-508	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 127	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_9.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-509	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 128	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_43.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-510	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 128	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_43.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-511	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 128	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_43.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-512	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 128	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_43.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-513	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 129	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_21.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-514	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 129	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_21.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-515	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 129	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_21.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-516	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 129	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_21.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-517	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 130	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_26.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-518	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 130	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_26.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-519	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 130	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_26.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-520	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 130	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_26.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-521	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 131	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-522	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 131	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-523	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 131	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-524	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 131	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-525	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 132	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_38.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-526	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 132	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_38.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-527	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 132	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_38.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-528	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 132	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_38.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-529	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 133	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_26.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-530	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 133	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_26.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-531	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 133	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_26.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-532	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 133	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_26.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-533	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 134	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_18.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-534	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 134	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_18.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-535	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 134	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_18.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-536	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 134	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_18.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-537	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 135	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_36.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-538	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 135	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_36.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-539	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 135	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_36.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-540	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 135	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_36.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-541	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 136	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_14.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-542	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 136	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_14.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-543	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 136	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_14.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
