source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD004242-Sample-1044	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1044	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_50_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1045	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1045	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_23_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1046	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1046	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_23_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1047	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1047	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_28_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1048	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1048	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_17_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1049	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1049	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_40_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1050	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1050	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_07_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1051	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1051	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate4C_09_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1052	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1052	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_44_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1053	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1053	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_08_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1054	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1054	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_02_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1055	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1055	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_14_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1056	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1056	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_39_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1057	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1057	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_12_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1058	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1058	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150917_QEp1_LC8_PhGe_SA_DoubleTop14_M1_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1059	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1059	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_10_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1060	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1060	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_29_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1061	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1061	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_44_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1062	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1062	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_02_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1063	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1063	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4B_03_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1064	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1064	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_06_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1065	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1065	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4B_16_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1066	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1066	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_57_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1067	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1067	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_44_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1068	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1068	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_1_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1069	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1069	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_38_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1070	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1070	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_38_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1071	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1071	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_43_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1072	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1072	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_30_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1073	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1073	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_47_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1074	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1074	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_16_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1075	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1075	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_37_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1076	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1076	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_20_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1077	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1077	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_07_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1078	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1078	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_25_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1079	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1079	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150725_QEp1_LC7_PhGe_SA_Plate3B_15_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1080	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1080	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_08_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1081	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1081	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_16_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1082	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1082	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_36_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1083	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1083	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_07_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1084	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1084	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_23_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1085	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1085	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150725_QEp1_LC7_PhGe_SA_Plate3B_46_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1086	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1086	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_19_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1087	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1087	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_09_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1088	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1088	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_31_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1089	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1089	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_22_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1090	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1090	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_28_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1091	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1091	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4B_58_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1092	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1092	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_11_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1093	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1093	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_06_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1094	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1094	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_30_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1095	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1095	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_36_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1096	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1096	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_02_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1097	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1097	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_08_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1098	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1098	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_27_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1099	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1099	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_1_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1100	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1100	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_44_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1101	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1101	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_20_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1102	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1102	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_19_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1103	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1103	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_27_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1104	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1104	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_21_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1105	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1105	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_14_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1106	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1106	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4B_58_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1107	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1107	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_46_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-1108	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 1108	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_19_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
