source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000551-Sample-465	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 465	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17092_1221_Petra_hNaa10p_S37P_patient1_28-32-8.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-466	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 466	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13446_Petra_S37P_patient4_90526WT_28-32-2.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-467	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 467	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L18453_1324_hNaa10p-S37P_grandmother_proband1_90528_carrier_F_24-28-4.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-468	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 468	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17980_1325_Petra_S37p_Aunt_90531_28-32-14.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-469	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 469	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17990_1325_Petra_S37p_Aunt_90531_24-28-6.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-470	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 470	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17194_1223_Petra_hNaa10p_S37P_patient3_90688_28-32-2.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-471	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 471	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L18496_1324_hNaa10p-S37P_grandmother_proband1_90528_carrier_F_20-24-6.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-472	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 472	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11691_Petra_988_Patient5_S37P_20-24-8.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-473	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 473	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17089_1221_Petra_hNaa10p_S37P_patient1_28-32-5.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-474	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 474	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17146_1222_Petra_hNaa10p_S37P_patient2_90532_28-32-8.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-475	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 475	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13098_Petra_S37P_patient1_89323proband_24-28-6.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-476	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 476	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11783_Petra_988_Patient8_S37P_24-28-10.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-477	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 477	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17178_1222_Petra_hNaa10p_S37P_patient2_90532_20-24-4.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-478	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 478	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17988_1325_Petra_S37p_Aunt_90531_24-28-4.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-479	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 479	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13096_Petra_S37P_patient1_89323proband_24-28-4.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-480	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 480	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13473_Petra_S37P_patient4_90526WT_24-28-13.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-481	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 481	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13095_Petra_S37P_patient1_89323proband_24-28-3.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-482	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 482	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13130b_Petra_S37P_patient2_89324carrier_28-32-2.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-483	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 483	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11672_Petra_988_Patient5_S37P_24-28-7.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-484	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 484	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L18323_1323_hNaa10p-S37P_father_proband1_89325_wt_M_28-32-1.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-485	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 485	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17991_1325_Petra_S37p_Aunt_90531_24-28-7.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-486	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 486	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11764_Petra_988_Patient8_S37P_28-32-9.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-487	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 487	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13447_Petra_S37P_patient4_90526WT_28-32-3.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-488	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 488	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17219_1223_Petra_hNaa10p_S37P_patient3_90688_24-28-9.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-489	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 489	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13118_Petra_S37P_patient1_89323proband_20-24-8.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-490	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 490	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13141_Petra_S37P_patient2_89324carrier_28-32-13.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-491	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 491	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17240_1223_Petra_hNaa10p_S37P_patient3_90688_20-24-12.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-492	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 492	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17886_1322_Petra_S37P_Proband2_24-28-4.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-493	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 493	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17975_1325_Petra_S37p_Aunt_90531_28-32-9.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-494	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 494	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17167_1222_Petra_hNaa10p_S37P_patient2_90532_24-28-11.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-495	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 495	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17904_1322_Petra_S37P_Proband2_20-24-4.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-496	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 496	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11833_Petra_1001_Patient12_S37P_24-28-6.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-497	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 497	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L18435_1324_hNaa10p-S37P_grandmother_proband1_90528_carrier_F_28-32-2.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-498	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 498	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17196_1223_Petra_hNaa10p_S37P_patient3_90688_28-32-4.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-499	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 499	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11657_Petra_988_Patient5_S37P_28-32-10.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-500	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 500	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11739_Petra_1001_Patient7_S37P_20-24-2.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-501	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 501	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11661_Petra_988_Patient5_S37P_28-32-14.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-502	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 502	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17086_1221_Petra_hNaa10p_S37P_patient1_28-32-2.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-503	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 503	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13143_Petra_S37P_patient2_89324carrier_28-32-15.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
