source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000604-Sample-248	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr31.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-249	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr63.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-250	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr63.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-251	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr63.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-252	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr63.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-253	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr42.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-254	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr42.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-255	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr42.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-256	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr42.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-257	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr43.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-258	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr43.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-259	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr43.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-260	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr43.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-261	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-262	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-263	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-264	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-265	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr58.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-266	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr58.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-267	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr58.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-268	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr58.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-269	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr63.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-270	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr63.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-271	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr63.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-272	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr63.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-273	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr64.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-274	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr64.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-275	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr64.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-276	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr64.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-277	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr40.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-278	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr40.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-279	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr40.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-280	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr40.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-281	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr55.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-282	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr55.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-283	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr55.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-284	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr55.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-285	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-286	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-287	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-288	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-289	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-290	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-291	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-292	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-293	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr66.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-294	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr66.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-295	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr66.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-296	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr66.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-297	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-298	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-299	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-300	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-301	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-302	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-303	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-304	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
