source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD007073-Sample-126	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 126	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS57.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-127	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 127	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150823VS48.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-128	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 128	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150310VS36.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-129	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 129	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150310VS37.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-130	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 130	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS33.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-131	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 131	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS45.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-132	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 132	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150924VS03.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-133	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 133	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS43.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-134	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 134	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20151119VS35.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-135	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 135	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160423VS29.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-136	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 136	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150924VS01.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
