accession,pubmed_id,pmc_id,raw_file_count,organism,taxids,experiment_types,pub_license,spectral_file_types,existing_PRIDE_SDRF,HAMLETstore,HAMLETmeti,HAMLETmeta,HAMLETjudge
PXD026713,35666179.0,PMC9421480,144,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD047502,38424324.0,PMC11001582,144,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD051103,38769297.0,PMC11106269,144,Salicornia bigelovii,46105,Bottom-up proteomics,CC BY,MGF;RAW,True,False,False,False,False
PXD047515,38427737.0,PMC10906926,144,Mus musculus (mouse),10090,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD042089,39468329.0,PMC11612144,144,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD046362,40345165.0,PMC12120748,144,Mus musculus (mouse),10090,Data-dependent acquisition,CC BY,RAW,False,False,False,False,False
PXD058651,40562609.0,PMC12278414,144,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD040225,36773106.0,PMC10020290,144,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD061893,42041574.0,PMC13114869,144,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD000996,25978681.0,PMC4433121,145,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD018502,32412768.0,PMC7429342,145,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD015284,32651227.0,PMC8014995,145,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW;ZIP,False,False,False,False,False
PXD000605,25333471.0,PMC4198105,146,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD000690,27876802.0,PMC5122959,146,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD002085,25043054.0,PMC4249766,147,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,GZ;RAW,False,False,False,False,False
PXD002882,27876802.0,PMC5122959,147,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019655,33635921.0,PMC7909640,147,Toxoplasma gondii,5811,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD026880,35393574.0,PMC9423127,147,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD034625,38094687.0,PMC10714176,147,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD060919,40787835.0,PMC12561455,147,Ziphius cavirostris; Physeter; Cygnus cygnus; Hydrodamalis gigas; Ursus arctos (brown bear) (grizzly bear); Phoca vitulina; Mirounga leonina; Eschrichtius robustus; Ursus maritimus (polar bear) (thalarctos maritimus); Halichoerus grypus; Balaena mysticetus; Rangifer tarandus (reindeer) (cervus tarandus); Falco peregrinus,9760; 9753; 219595; 63631; 9644; 9720; 9715; 9764; 29073; 9711; 27602; 9870; 8954,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD013221,31042482.0,PMC6506760,148,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009603,30051838.0,PMC6083251,148,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD020139,34655525.0,PMC9290207,148,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD049294,38934547.0,PMC11265449,148,Human gut metagenome; Homo sapiens (human),408170; 9606,Data-dependent acquisition,CC BY,RAW,False,False,False,False,False
PXD003708,27987026.0,PMC5303640,150,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD002041,26110064.0,PMC4477697,150,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD002083,25043054.0,PMC4249766,150,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,GZ;RAW,False,False,False,False,False
PXD002045,26110064.0,PMC4477697,150,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD002044,26110064.0,PMC4477697,150,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD002046,26110064.0,PMC4477697,150,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD002047,26110064.0,PMC4477697,150,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD002048,26110064.0,PMC4477697,150,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD005669,28382018.0,PMC5360755,150,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD005668,28382018.0,PMC5360755,150,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD005978,29626197.0,PMC5949212,150,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD011979,32472050.0,PMC7260222,150,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD020005,33622394.0,PMC7903761,150,Anaerostipes caccae dsm 14662; Clostridium butyricum dsm 10702; Erysipelatoclostridium ramosum dsm 1402; Blautia producta atcc 27340 = dsm 2950; Bacteroides thetaiotaomicron (strain atcc 29148 / dsm 2079 / nctc 10582 / e50 / vpi-5482); Escherichia coli; Lactobacillus plantarum subsp. plantarum; Bifidobacterium longum ncc2705,411490; 1316931; 445974; 1121114; 226186; 562; 337330; 206672,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD024077,34612695.0,PMC8510242,150,Sus scrofa (pig),9823,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD007985,31926610.0,PMC7318843,151,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD014240,31615963.0,PMC6794485,152,Sordaria macrospora,5147,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD027330,35585066.0,PMC9117253,152,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD030450,35880733.0,PMC9366746,152,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD022150,33731925.0,PMC9717498,153,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD027526,34795246.0,PMC8602705,153,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009908,36483536.0,PMC9723398,153,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD038669,36975161.0,PMC10080683,153,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014377,31812349.0,PMC7033560,154,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD061410,40903800.0,PMC12559775,154,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,APL;RAW,False,False,False,False,False
PXD009851,36483536.0,PMC9723398,155,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD050944,39705401.0,PMC12129731,155,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD050865,39705401.0,PMC12129731,155,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD006752,29208753.0,PMC5795394,156,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD010120,30557394.0,PMC6296524,156,Bacillus anthracis str. ames,198094,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD010621,31078527.0,PMC6544180,156,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD025925,34359700.0,PMC8345211,156,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025351,34078911.0,PMC8173008,156,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MGF;MZML;RAW,False,False,False,False,False
PXD009835,36483536.0,PMC9723398,156,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD052096,39152175.0,PMC11329638,156,Influenza a virus (a/turkey/italy/3466/1999(h7n1)),1094375,Data-dependent acquisition,CC BY,RAW,False,False,False,False,False
PXD009865,36483536.0,PMC9723398,157,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD057391,39859242.0,PMC11765028,157,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD018590,31926610.0,PMC7318843,158,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD006117,28536560.0,PMC5423352,159,Mycobacterium tuberculosis h37rv,83332,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD003288,27216497.0,PMC4877958,159,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012613,31638890.0,PMC6805607,159,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,7Z;RAW,False,False,False,False,False
PXD019538,33664260.0,PMC7933334,159,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;MS2;RAW,False,False,False,False,False
PXD043340,38679739.0,PMC11057169,159,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD003138,38849800.0,PMC11162064,159,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD033009,39145956.0,PMC11555713,159,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014607,31665645.0,PMC6873818,160,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MZXML;RAW,False,False,False,False,False
PXD002862,28234898.0,PMC5325209,160,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013552,31636606.0,PMC6787175,160,Danio rerio (zebrafish) (brachydanio rerio),7955,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014223,31249065.0,PMC6673717,160,Drosophila melanogaster (fruit fly),7227,Shotgun proteomics,CC BY-NC,MZXML;RAW,False,False,False,False,False
PXD017659,32898505.0,PMC7668317,160,Xenopus laevis (african clawed frog),8355,Shotgun proteomics,author_manuscript,GZ;MZXML;RAW,False,False,False,False,False
PXD014991,33204009.0,PMC7672109,160,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD016109,33177645.0,PMC7658203,160,Myotis ricketti,203696,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD032942,35628420.0,PMC9147192,160,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD033015,36282911.0,PMC9830954,160,Homo sapiens (human); Chlorocebus sabaeus,9606; 60711,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD003427,27231315.0,PMC4974353,161,Gallus gallus (chicken),9031,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD024674,34315889.0,PMC8316550,161,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD043492,37841261.0,PMC10570801,161,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;MZML;RAW,False,False,False,False,False
PXD008821,30072576.0,PMC6190714,162,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,MGF;RAW,False,False,False,False,False
PXD000341,24204825.0,PMC3813684,162,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD006630,28920697.0,PMC5669810,162,Mycobacterium tuberculosis h37rv,83332,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD022115,33590968.0,PMC7885171,162,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD033709,36901940.0,PMC10003397,162,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD034631,37410772.0,PMC10353822,162,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW;TXT,False,False,False,False,False
PXD018110,33239640.0,PMC7689464,163,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013608,31852895.0,PMC6920408,164,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD018977,33643806.0,PMC7887593,164,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD067905,40661614.0,PMC12258515,164,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,RAW,False,False,False,False,False
PXD069201,40661614.0,PMC12258515,164,Homo sapiens (human),9606,Data-independent acquisition,CC BY,RAW,False,False,False,False,False
PXD008163,29641209.0,PMC6791589,166,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD009004,30019906.0,PMC7108958,166,Pseudomonas aeruginosa pao1; Homo sapiens (human); Bacillus subtilis,208964; 9606; 1423,Shotgun proteomics,author_manuscript,MS2;RAW,False,False,False,False,False
PXD004962,28336725.0,PMC5461543,167,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD012058,30916644.0,PMC6497464,168,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006372,29679077.0,PMC5910380,168,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006373,29679077.0,PMC5910380,168,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD017495,32226041.0,PMC7145190,168,Mustela putorius furo (european domestic ferret) (mustela furo); Pteropus alecto (black flying fox),9669; 9402,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011162,31819186.0,PMC7052204,168,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014199,32129703.0,PMC7346730,168,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC-SA,MGF;RAW,False,False,False,False,False
PXD020669,33054160.0,PMC7934643,168,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD027411,34594315.0,PMC8477661,168,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012190,37303779.0,PMC10251406,168,Synechocystis sp. pcc 6803,1148,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD057431,39932098.0,PMC11851430,168,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,RAW,False,False,False,False,False
PXD000490,25931565.0,PMC5331883,169,Xenopus laevis (african clawed frog),8355,Bottom-up proteomics,author_manuscript,RAW,False,False,False,False,False
PXD014136,31391303.0,PMC6717285,169,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD016563,32132230.0,PMC7196589,169,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD016013,31803186.0,PMC6873289,169,Homo sapiens (human); Sus scrofa domesticus (domestic pig),9606; 9825,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025765,34547329.0,PMC8556364,169,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,MZID;RAW,False,False,False,False,False
PXD053305,39826692.0,PMC11875207,169,Saccharomyces cerevisiae (baker's yeast),4932,Bottom-up proteomics,CC BY,MZXML;RAW,False,False,False,False,False
PXD021932,34763597.0,PMC8726736,170,Mouse gut metagenome,410661,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD041336,37311461.0,PMC10372749,170,Viruses; Homo sapiens (human),10239; 9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD015268,32117081.0,PMC7011611,171,Streptococcus pneumoniae serotype 2 (strain d39 / nctc 7466),373153,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD002668,26419333.0,PMC4588595,172,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD003607,27713570.0,PMC5054533,172,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD023243,34039272.0,PMC8157683,172,Anaerostipes caccae dsm 14662; Clostridium butyricum dsm 10702; Erysipelatoclostridium ramosum dsm 1402; Blautia producta atcc 27340 = dsm 2950; Bacteroides thetaiotaomicron (strain atcc 29148 / dsm 2079 / nctc 10582 / e50 / vpi-5482); Lactobacillus plantarum subsp. plantarum atcc 14917 = jcm 1149 = cgmcc 1.2437; Escherichia coli str. k-12 substr. mg1655; Bifidobacterium longum ncc2705,411490; 1316931; 445974; 1121114; 226186; 525338; 511145; 206672,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD019381,35013227.0,PMC8748638,172,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD042379,37569500.0,PMC10418338,172,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW;ZIP,False,False,False,False,False
PXD002150,26343910.0,PMC5606336,173,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD010372,30241606.0,PMC6827878,173,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD027404,34359790.0,PMC8345732,174,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD022313,33625864.0,PMC7954648,175,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD038010,36476517.0,PMC9779741,175,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,MGF;RAW,False,False,False,False,False
PXD000114,26077811.0,PMC4607655,176,Homo sapiens (human),9606,Bottom-up proteomics,author_manuscript,RAW,False,False,False,False,False
PXD003271,27128972.0,PMC4851420,177,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD044625,37805600.0,PMC10560261,178,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD008838,31284681.0,PMC6678340,179,Salmo salar (atlantic salmon),8030,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD008832,30087585.0,PMC6074037,180,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD003844,27125755.0,PMC4850484,180,Mucilaginibacter; Pedobacter sp.; Luteibacter,423349; 1411316; 242605,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD000941,26074939.0,PMC4446536,180,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD011482,31019427.0,PMC6472024,180,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MZXML;RAW,False,False,False,False,False
PXD012238,31727875.0,PMC6856180,180,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025389,35853934.0,PMC9296622,180,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028371,36329028.0,PMC9633600,180,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025439,36550114.0,PMC9780321,180,Francisella tularensis subsp. novicida (strain u112),401614,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD036962,36611998.0,PMC9817687,180,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD032980,36843114.0,PMC9968719,180,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD036803,36862511.0,PMC10104904,180,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD045734,38983090.0,PMC11182102,180,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD032369,38519482.0,PMC10959978,180,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD047008,38822246.0,PMC11140979,180,Canis familiaris (dog) (canis lupus familiaris),9615,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD050751,39262370.0,PMC11459595,180,Plasmodium falciparum,5833,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD046473,39667375.0,PMC11807745,180,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD056736,40346031.0,PMC12064339,180,Homo sapiens (human),9606,Data-independent acquisition,CC BY,RAW,False,False,False,False,False
PXD001571,30884134.0,PMC7360092,181,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD011254,30659192.0,PMC6338729,182,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011309,30340394.0,PMC6313917,182,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013337,32033593.0,PMC7007695,182,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD008733,30084848.0,PMC6080492,183,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MZXML;RAW,False,False,False,False,False
PXD014334,31398338.0,PMC6693658,183,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD000174,23926118.0,PMC3828808,183,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD003218,29308009.0,PMC5751906,184,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD012831,31061531.0,PMC7007700,184,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD012725,32160905.0,PMC7066843,184,Escherichia coli,562,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD031711,35948633.0,PMC9436779,184,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD001657,25706537.0,PMC4338067,185,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009700,29945941.0,PMC6018986,187,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012551,32182352.0,PMC7192626,188,Drosophila melanogaster (fruit fly),7227,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD027454,34592425.0,PMC9014395,188,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD026997,35345844.0,PMC8956907,188,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD000197,23823123.0,PMC3688836,189,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD042919,37445651.0,PMC10342024,189,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD048219,38778096.0,PMC11153158,189,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD043476,38154689.0,PMC10875266,189,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,True,False,False,False,False
PXD003850,27841257.0,PMC5114537,190,Rattus norvegicus (rat); Mus musculus (mouse),10116; 10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD004195,28174229.0,PMC5383782,190,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009283,30645971.0,PMC6335503,190,Sarcophilus harrisii,9305,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025836,35508466.0,PMC9068765,191,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD008820,30072576.0,PMC6190714,192,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,MGF;RAW,False,False,False,False,False
PXD006135,28441529.0,PMC5477644,192,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD004530,28545058.0,PMC5436639,192,Schizosaccharomyces pombe,4896,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD008112,29666307.0,PMC6483062,192,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD016443,32022686.0,PMC7056270,192,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD018450,32471280.0,PMC7312985,192,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD014445,33637753.0,PMC7910609,192,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025891,34257288.0,PMC8277781,192,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW;ZIP,False,False,False,False,False
PXD018704,32501498.0,PMC7338032,192,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD029218,34869209.0,PMC8640487,192,Homo sapiens (human); Cercopithecus aethiops (green monkey) (grivet),9606; 9534,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD026297,34878405.0,PMC8654358,192,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD027328,35585066.0,PMC9117253,192,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD031238,35584362.0,PMC9171897,192,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD027704,35831314.0,PMC9279285,192,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025182,36037410.0,PMC9469095,192,Plasmodium falciparum (isolate 3d7),36329,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD038974,37171075.0,PMC10231934,192,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD051199,39341827.0,PMC11438997,192,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD050446,39995872.0,PMC11848503,192,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD005508,29507054.0,PMC5836539,193,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD014017,31735170.0,PMC6859637,193,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028841,34825021.0,PMC8605259,194,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006118,29146960.0,PMC5691128,195,Eukaryota (eucaryotes); Bacteria; Archaea; Viruses,2759; 2; 2157; 10239,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD003920,27446192.0,PMC4925719,195,Solanum lycopersicum,4081,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD015277,34033948.0,PMC8253910,196,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD027661,37095530.0,PMC10124008,196,Human gut metagenome,408170,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD036036,37063823.0,PMC10104166,196,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019646,34558777.0,PMC8567219,197,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD030458,35695565.0,PMC9431030,197,Human gut metagenome,408170,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
