source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD005354-Sample-1304	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1304	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01244_E02_P012909_S00_N13_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1305	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1305	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01261_D02_P013103_S00_N12_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1306	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1306	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01332_C06_P013145_S00_N19_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1307	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1307	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01268_F06_P013140_S00_N22_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1308	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1308	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01263_F05_P013131_S00_N14_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1309	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1309	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01333_A01_P013146_S00_N01_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1310	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1310	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	00108_C04_P012695_S00_N03_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1311	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1311	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01267_H02_P013137_S00_N16_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1312	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1312	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01337_B05_P013155_S00_N10_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1313	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1313	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01236_D05_P012697_S00_N12_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1314	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1314	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01332_G02_P013144_S00_N15_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1315	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1315	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01262_H06_P013106_S00_N24_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1316	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1316	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01251_B04_P013027_S00_N02_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1317	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1317	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01253_C04_P013029_S00_N03_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1318	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1318	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01245_G04_P012911_S00_N07_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1319	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1319	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01481_H01_P015041_S00_N08_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1320	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1320	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01255_A04_P013097_S00_N01_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1321	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1321	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01250_A02_P012912_S00_N09_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1322	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1322	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01338_A07_P013158_S00_N01_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1323	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1323	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01251_C01_P013026_S00_N03_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1324	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1324	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01231_H01_P012890_S00_N08_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1325	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1325	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01244_A03_P012909_S00_N17_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1326	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1326	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01331_D01_P013143_S00_N04_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1327	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1327	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01254_A02_P013030_S00_N09_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1328	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1328	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01266_B06_P013136_S00_N18_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1329	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1329	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01254_C05_P013031_S00_N11_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1330	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1330	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01253_D04_P013029_S00_N04_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1331	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1331	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01265_C06_P013134_S00_N19_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1332	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1332	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01250_B06_P012913_S00_N18_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1333	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1333	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01252_B06_P013025_S00_N18_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1334	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1334	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01334_G04_P013149_S00_N07_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1335	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1335	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	00107_F04_P012580_S00_N06_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1336	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1336	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01250_A05_P012913_S00_N09_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1337	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1337	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01251_H04_P013027_S00_N08_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1338	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1338	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01260_D01_P013101_S00_N04_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1339	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1339	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01213_H03_P012338_B00_N24_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1340	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1340	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01338_D05_P013157_S00_N12_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-1341	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 1341	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01245_D05_P012911_S00_N12_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
