source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[cell part]	characteristics[developmental stage]	characteristics[disease]	characteristics[sampling time]	characteristics[phenotype]	characteristics[enrichment process]	assay name	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[phenotype]	factor value[sampling time]	sampleChecksum	sampleAccession
PXD002870-C57_ISO_Heart_Nucl_d14	Mus musculus	C57BL/6J	Heart	cardiac	Nucleus	9W-12W	normal	14	hypertrophy groups	enrichment of phosphorylated Protein	run 13	C57_ISO_Heart_Nucl_d14_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Nucl_d14_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14	f2ac09c42eddc23de751cbc645f3c8590fab6ccfeac844fefc278e010471a08d	SAMEA7712599
PXD002870-CEJ_CTRL_Heart_Nucl_d00	Mus musculus	CE/J	Heart	cardiac	Nucleus	9W-12W	normal	0	Control	enrichment of phosphorylated Protein	run 13	CEJ_CTRL_Heart_Nucl_d00_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d00_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	0	377679a32c2798c867a409579c284af97b7f9eceb5e6bf1fb9c1602994f23995	SAMEA7712600
PXD002870-CEJ_CTRL_Heart_Nucl_d01	Mus musculus	CE/J	Heart	cardiac	Nucleus	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 13	CEJ_CTRL_Heart_Nucl_d01_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d01_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	6142ab1c31e7b02aaf07f75441acf705fd3f7027371a4b0685a00587d88aee15	SAMEA7712601
PXD002870-CEJ_CTRL_Heart_Nucl_d03	Mus musculus	CE/J	Heart	cardiac	Nucleus	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 13	CEJ_CTRL_Heart_Nucl_d03_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d03_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	4503e3636af4ff46abef2ef02662d0f7841dd0f1edd1b4b62f6f73b3bff17f4b	SAMEA7712602
PXD002870-CEJ_CTRL_Heart_Nucl_d05	Mus musculus	CE/J	Heart	cardiac	Nucleus	9W-12W	normal	5	Control	enrichment of phosphorylated Protein	run 13	CEJ_CTRL_Heart_Nucl_d05_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d05_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	5	ba5d573e79869644a24d1226a61a16511a58a43c620e0f9d6f1d33ef13d707b4	SAMEA7712603
PXD002870-CEJ_CTRL_Heart_Nucl_d07	Mus musculus	CE/J	Heart	cardiac	Nucleus	9W-12W	normal	7	Control	enrichment of phosphorylated Protein	run 13	CEJ_CTRL_Heart_Nucl_d07_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d07_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	7	afe21f08972603415caa9ff273f68569ba7ac47fe0c58dbc753485524be58186	SAMEA7712604
PXD002870-CEJ_CTRL_Heart_Nucl_d10	Mus musculus	CE/J	Heart	cardiac	Nucleus	9W-12W	normal	10	Control	enrichment of phosphorylated Protein	run 13	CEJ_CTRL_Heart_Nucl_d10_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d10_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	10	83751b1046772a1dcd028f3349e6665d30a42e06dcb147dff379f17c66399650	SAMEA7712605
PXD002870-CEJ_CTRL_Heart_Nucl_d14	Mus musculus	CE/J	Heart	cardiac	Nucleus	9W-12W	normal	14	Control	enrichment of phosphorylated Protein	run 13	CEJ_CTRL_Heart_Nucl_d14_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d14_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	14	c6c0f156bb7d7e86f39ceee34aa178f29ecf9d85b551dc326b420ae4ff25e100	SAMEA7712606
PXD002870-CEJ_ISO_Heart_Nucl_d01	Mus musculus	CE/J	Heart	cardiac	Nucleus	9W-12W	normal	1	hypertrophy groups	enrichment of phosphorylated Protein	run 13	CEJ_ISO_Heart_Nucl_d01_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Nucl_d01_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	1	96d42d39b5a3695260a1a4e5bca37f515ff9ae74e8481f36e40cb8f64da4692a	SAMEA7712607
PXD002870-CEJ_ISO_Heart_Nucl_d03	Mus musculus	CE/J	Heart	cardiac	Nucleus	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 13	CEJ_ISO_Heart_Nucl_d03_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Nucl_d03_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	556507700cbc1b5fd5a4a82b48fdde36e35b8746ea521765eabb0696ef870980	SAMEA7712608
PXD002870-CEJ_ISO_Heart_Nucl_d05	Mus musculus	CE/J	Heart	cardiac	Nucleus	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 13	CEJ_ISO_Heart_Nucl_d05_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Nucl_d05_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	7452d63addc266dc4ee3446c674987fe18aedfeb38cc091b6f2e134ea59ba87b	SAMEA7712609
PXD002870-CEJ_ISO_Heart_Nucl_d07	Mus musculus	CE/J	Heart	cardiac	Nucleus	9W-12W	normal	7	hypertrophy groups	enrichment of phosphorylated Protein	run 13	CEJ_ISO_Heart_Nucl_d07_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Nucl_d07_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	7	75350e6ae5d903a6b548045186f7c2dedd8cb604803706760a37f61dbfd2496b	SAMEA7712610
PXD002870-CEJ_ISO_Heart_Nucl_d10	Mus musculus	CE/J	Heart	cardiac	Nucleus	9W-12W	normal	10	hypertrophy groups	enrichment of phosphorylated Protein	run 13	CEJ_ISO_Heart_Nucl_d10_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Nucl_d10_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10	63d725c02fd0611ec3c98f27bc9e1d6896e7f373f2f056915e31846dcf198766	SAMEA7712611
PXD002870-CEJ_ISO_Heart_Nucl_d14	Mus musculus	CE/J	Heart	cardiac	Nucleus	9W-12W	normal	14	hypertrophy groups	enrichment of phosphorylated Protein	run 13	CEJ_ISO_Heart_Nucl_d14_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Nucl_d14_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14	f4aa9476c5edf0b8a84714a2abf5de403b9014cf83918d6902b776dae27725d0	SAMEA7712612
PXD002870-DBA_CTRL_Heart_Nucl_d00	Mus musculus	DBA/2J	Heart	cardiac	Nucleus	9W-12W	normal	0	Control	enrichment of phosphorylated Protein	run 13	DBA_CTRL_Heart_Nucl_d00_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d00_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	0	8d7ffe77b7edff931ff04d6cd0321e291bdde823ec41ee537240833eaa666277	SAMEA7712613
PXD002870-DBA_CTRL_Heart_Nucl_d01	Mus musculus	DBA/2J	Heart	cardiac	Nucleus	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 13	DBA_CTRL_Heart_Nucl_d01_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d01_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	a4d1418822fc4b8db889b2f3fcbb57c72be60b71c02cd92d4bf941ac6358de65	SAMEA7712614
PXD002870-DBA_CTRL_Heart_Nucl_d03	Mus musculus	DBA/2J	Heart	cardiac	Nucleus	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 13	DBA_CTRL_Heart_Nucl_d03_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d03_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	3abf981dcccc27159c70dc7e8e38fba1613ecdd0ee1c6dce4f9ad28b5d94d7a2	SAMEA7712615
PXD002870-DBA_CTRL_Heart_Nucl_d05	Mus musculus	DBA/2J	Heart	cardiac	Nucleus	9W-12W	normal	5	Control	enrichment of phosphorylated Protein	run 13	DBA_CTRL_Heart_Nucl_d05_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d05_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	5	2c7f02d39caed0ff4caa2132dca11c3d6857775882b321083198b350a95cb85e	SAMEA7712616
PXD002870-DBA_CTRL_Heart_Nucl_d07	Mus musculus	DBA/2J	Heart	cardiac	Nucleus	9W-12W	normal	7	Control	enrichment of phosphorylated Protein	run 13	DBA_CTRL_Heart_Nucl_d07_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d07_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	7	0133d728a9ed30e2e0f9f55544da0c6c0ed4b9f99b5a27505e50c024a662a574	SAMEA7712617
PXD002870-DBA_CTRL_Heart_Nucl_d10	Mus musculus	DBA/2J	Heart	cardiac	Nucleus	9W-12W	normal	10	Control	enrichment of phosphorylated Protein	run 13	DBA_CTRL_Heart_Nucl_d10_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d10_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	10	5dcef3bdb1cb0211729b9de48e777d148a7e868a428534df6b73051f52bc1b64	SAMEA7712618
PXD002870-DBA_CTRL_Heart_Nucl_d14	Mus musculus	DBA/2J	Heart	cardiac	Nucleus	9W-12W	normal	14	Control	enrichment of phosphorylated Protein	run 13	DBA_CTRL_Heart_Nucl_d14_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d14_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	14	f255b97661b1f781248d58d9bca87a322ed4de645719d92bd84db86a43fc998b	SAMEA7712619
PXD002870-DBA_ISO_Heart_Nucl_d01	Mus musculus	DBA/2J	Heart	cardiac	Nucleus	9W-12W	normal	1	hypertrophy groups	enrichment of phosphorylated Protein	run 13	DBA_ISO_Heart_Nucl_d01_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Nucl_d01_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	1	4ef93844612c2b603db4d92f0223ea1a43d0417e1ad0994e0b881925797ac780	SAMEA7712620
PXD002870-DBA_ISO_Heart_Nucl_d03	Mus musculus	DBA/2J	Heart	cardiac	Nucleus	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 13	DBA_ISO_Heart_Nucl_d03_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Nucl_d03_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	a70e0f95693c635c00c17cd91c359465dd45b4b6df7680723dce8d524d3ca210	SAMEA7712621
PXD002870-DBA_ISO_Heart_Nucl_d05	Mus musculus	DBA/2J	Heart	cardiac	Nucleus	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 13	DBA_ISO_Heart_Nucl_d05_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Nucl_d05_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	f746049f93cbd8da9b6c7777ecb5abfea6cdf3f051de16d083d57060d11878a2	SAMEA7712622
PXD002870-DBA_ISO_Heart_Nucl_d07	Mus musculus	DBA/2J	Heart	cardiac	Nucleus	9W-12W	normal	7	hypertrophy groups	enrichment of phosphorylated Protein	run 13	DBA_ISO_Heart_Nucl_d07_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Nucl_d07_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	7	1b212df055fbe9512f46dd52bb66788850864045448924d1ce447ef447948a96	SAMEA7712623
PXD002870-DBA_ISO_Heart_Nucl_d10	Mus musculus	DBA/2J	Heart	cardiac	Nucleus	9W-12W	normal	10	hypertrophy groups	enrichment of phosphorylated Protein	run 13	DBA_ISO_Heart_Nucl_d10_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Nucl_d10_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10	dad69b44d75d03f3b6491bf0f259226ae6640fadc681cfb6fd392f2c95343769	SAMEA7712624
PXD002870-DBA_ISO_Heart_Nucl_d14	Mus musculus	DBA/2J	Heart	cardiac	Nucleus	9W-12W	normal	14	hypertrophy groups	enrichment of phosphorylated Protein	run 13	DBA_ISO_Heart_Nucl_d14_A13.raw	1	13	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Nucl_d14_A13.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14	a41cdaa42f861ba1968e794c8506e9f4ed7157eca4b0cd32f5c0b8b894cd3612	SAMEA7712625
