source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD018357-Sample-220	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F7.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-221	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F8.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-222	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F8.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-223	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F8.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-224	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F8.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-225	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F8.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-226	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F8.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-227	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F8.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-228	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F8.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-229	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F8.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-230	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F8.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-231	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F9.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-232	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F9.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-233	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F9.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-234	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F9.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-235	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F9.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-236	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F9.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-237	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F9.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-238	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F9.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-239	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F9.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-240	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=collision-induced dissociation;AC=MS:1000133	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_24h_5v5_F9.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-241	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_Phospho_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-242	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_Phospho_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-243	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_Phospho_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-244	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_Phospho_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-245	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_Phospho_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-246	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_Phospho_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD018357-Sample-247	Homo sapiens	colon	sars-cov-2 infection	epithelial cell	Caco-2, UKF-RC-2	not available	10	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	infection status (mock-infected, infected with SARS-CoV-2)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	6 ppm	orbitrap	350m/z-1400m/z	35 NCE	20200317_KKL_CoV2_Phospho_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
