source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010603-Sample-236	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 236	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171103_JMM_A405_4.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-237	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 237	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171101_JMM_MFG383_11.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-238	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 238	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171117_JMM_T405_11.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-239	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 239	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171114_JMM_IPL405_5.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-240	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 240	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_A146_2.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-241	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 241	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_EC383_6_20171031015038.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-242	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 242	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_C146_8.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-243	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 243	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171103_JMM_VC383_1.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-244	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 244	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171117_JMM_T405_12.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-245	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 245	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171117_JMM_VC405_8.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-246	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 246	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171101_JMM_STG383_4.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-247	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 247	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171114_JMM_IPL405_10.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-248	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 248	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171101_JMM_STG383_3.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-249	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 249	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_CN146_2.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-250	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 250	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_EC383_8_20171031045518.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-251	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 251	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_C383_12.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-252	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 252	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_A146_1.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-253	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 253	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_CN146_7.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-254	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 254	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171115_JMM_MFG405_6.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-255	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 255	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171103_JMM_A405_11.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-256	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 256	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171116_JMM_STG405_3.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-257	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 257	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_CN383_9.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-258	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 258	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_EC146_8.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-259	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 259	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_CN383_12.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-260	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 260	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_C146_2.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-261	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 261	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_IPL383_7.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-262	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 262	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_CN146_9.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-263	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 263	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171017_JMM_IPL146_6.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-264	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 264	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171101_JMM_STG383_10.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-265	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 265	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171018_JMM_STG146_10.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-266	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 266	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171102_JMM_T383_2.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-267	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 267	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_A383_5.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-268	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 268	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171101_JMM_STG383_2.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-269	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 269	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_C383_2.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-270	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 270	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171026_JMM_C383_6.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-271	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 271	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171103_JMM_VC383_8.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-272	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 272	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171117_JMM_T405_3.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-273	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 273	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171103_JMM_VC383_4.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-274	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 274	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_CN146_5.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD010603-Sample-275	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	3	not available	aged	run 275	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	not available	brain region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20171002_JMM_C146_11.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
