source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013765-Sample-102	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 102	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-C_CYT_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-103	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 103	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-CB3_CYT_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-104	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 104	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-CB3_NE_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-105	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 105	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-CB3_CYT_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-106	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 106	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-CB3_NE_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-107	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 107	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-C_NE_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-108	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 108	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-CB_SN_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-109	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 109	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-C_SN_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-110	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 110	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-CB_SN_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-111	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 111	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_SN_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-112	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 112	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-C_NE_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-113	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 113	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-C_CYT_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-114	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 114	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-CB3_CYT_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-115	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 115	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-CB_SN_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-116	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 116	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-C_CYT_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-117	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 117	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-CB3_NE_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-118	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 118	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-CB2_CYT_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-119	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 119	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-C_SN_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-120	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 120	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-CB2_CYT_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-121	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 121	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-CB2_NE_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-122	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 122	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-CB_SN_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-123	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 123	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-CB3_CYT_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-124	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 124	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-C_NE_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-125	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 125	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-CB_SN_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-126	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 126	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-C_CYT_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-127	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 127	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_NE_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-128	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 128	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_CYT_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-129	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 129	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-C_NE_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-130	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 130	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-CB3_NE_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-131	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 131	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_SN_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-132	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 132	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-C_SN_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-133	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 133	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-CB_SN_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-134	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 134	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_CYT_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-135	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 135	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-CB_SN_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
