Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	Characteristics[disease]	Characteristics[phenotype]	assay name	comment[label]	comment[fraction identifier]	comment[MS2 mass analyzer]	comment[instrument]	comment[file uri]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type	sampleChecksum	sampleAccession
PXD002619-Sample 17	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 97	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC27_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC27_2.raw	cell	19c5a68041d692bd157f8aa68ebc8e69937dfd164f7d41f58a10a3363e6e5aaf	SAMEA7712062
PXD002619-Sample 17	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 98	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC27_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC27_3.raw	cell	19c5a68041d692bd157f8aa68ebc8e69937dfd164f7d41f58a10a3363e6e5aaf	SAMEA7712062
PXD002619-Sample 17	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 99	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC27_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC27_4.raw	cell	19c5a68041d692bd157f8aa68ebc8e69937dfd164f7d41f58a10a3363e6e5aaf	SAMEA7712062
PXD002619-Sample 17	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 100	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC27_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC27_5.raw	cell	19c5a68041d692bd157f8aa68ebc8e69937dfd164f7d41f58a10a3363e6e5aaf	SAMEA7712062
PXD002619-Sample 17	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 101	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC27_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC27_6.raw	cell	19c5a68041d692bd157f8aa68ebc8e69937dfd164f7d41f58a10a3363e6e5aaf	SAMEA7712062
PXD002619-Sample 18	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 102	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC33_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC33_1.raw	cell	142c7ec8a75a3b019b4bbdaad7866ba4fd9d24958b2015b787bbdc006e90682d	SAMEA7712063
PXD002619-Sample 18	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 103	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC33_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC33_2.raw	cell	142c7ec8a75a3b019b4bbdaad7866ba4fd9d24958b2015b787bbdc006e90682d	SAMEA7712063
PXD002619-Sample 18	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 104	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC33_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC33_3.raw	cell	142c7ec8a75a3b019b4bbdaad7866ba4fd9d24958b2015b787bbdc006e90682d	SAMEA7712063
PXD002619-Sample 18	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 105	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC33_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC33_4.raw	cell	142c7ec8a75a3b019b4bbdaad7866ba4fd9d24958b2015b787bbdc006e90682d	SAMEA7712063
PXD002619-Sample 18	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 106	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC33_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC33_5.raw	cell	142c7ec8a75a3b019b4bbdaad7866ba4fd9d24958b2015b787bbdc006e90682d	SAMEA7712063
PXD002619-Sample 18	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 107	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC33_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC33_6.raw	cell	142c7ec8a75a3b019b4bbdaad7866ba4fd9d24958b2015b787bbdc006e90682d	SAMEA7712063
PXD002619-Sample 19	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 108	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC34_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC34_1.raw	cell	74853a978fc415a579dde6f457b7a1bcb3fc8c22fecefee747068bb8650fc939	SAMEA7712064
PXD002619-Sample 19	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 109	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC34_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC34_2.raw	cell	74853a978fc415a579dde6f457b7a1bcb3fc8c22fecefee747068bb8650fc939	SAMEA7712064
PXD002619-Sample 19	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 110	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC34_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC34_3.raw	cell	74853a978fc415a579dde6f457b7a1bcb3fc8c22fecefee747068bb8650fc939	SAMEA7712064
PXD002619-Sample 19	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 111	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC34_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC34_4.raw	cell	74853a978fc415a579dde6f457b7a1bcb3fc8c22fecefee747068bb8650fc939	SAMEA7712064
PXD002619-Sample 19	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 112	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC34_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC34_5.raw	cell	74853a978fc415a579dde6f457b7a1bcb3fc8c22fecefee747068bb8650fc939	SAMEA7712064
PXD002619-Sample 19	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 113	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC34_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC34_6.raw	cell	74853a978fc415a579dde6f457b7a1bcb3fc8c22fecefee747068bb8650fc939	SAMEA7712064
PXD002619-Sample 20	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 114	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC36_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC36_1.raw	cell	3dac29302bae3278033f49a379ab75b8339473f1e76dd27e18c897387a18cc5d	SAMEA7712065
PXD002619-Sample 20	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 115	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC36_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC36_2.raw	cell	3dac29302bae3278033f49a379ab75b8339473f1e76dd27e18c897387a18cc5d	SAMEA7712065
PXD002619-Sample 20	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 116	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC36_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC36_3.raw	cell	3dac29302bae3278033f49a379ab75b8339473f1e76dd27e18c897387a18cc5d	SAMEA7712065
PXD002619-Sample 20	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 117	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC36_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC36_4.raw	cell	3dac29302bae3278033f49a379ab75b8339473f1e76dd27e18c897387a18cc5d	SAMEA7712065
PXD002619-Sample 20	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 118	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC36_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC36_5.raw	cell	3dac29302bae3278033f49a379ab75b8339473f1e76dd27e18c897387a18cc5d	SAMEA7712065
PXD002619-Sample 20	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 119	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC36_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC36_6.raw	cell	3dac29302bae3278033f49a379ab75b8339473f1e76dd27e18c897387a18cc5d	SAMEA7712065
PXD002619-Sample 21	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 120	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC37A_1_110708022331.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC37A_1_110708022331.raw	cell	f52fb48c0ef93690cb34d93fa9510e3b534c0ee67203f603f802e5b95baec6ce	SAMEA7712066
PXD002619-Sample 21	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 121	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC37A_2_110708062628.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC37A_2_110708062628.raw	cell	f52fb48c0ef93690cb34d93fa9510e3b534c0ee67203f603f802e5b95baec6ce	SAMEA7712066
PXD002619-Sample 21	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 122	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC37A_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC37A_3.raw	cell	f52fb48c0ef93690cb34d93fa9510e3b534c0ee67203f603f802e5b95baec6ce	SAMEA7712066
PXD002619-Sample 21	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 123	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC37A_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC37A_4.raw	cell	f52fb48c0ef93690cb34d93fa9510e3b534c0ee67203f603f802e5b95baec6ce	SAMEA7712066
PXD002619-Sample 21	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 124	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC37A_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC37A_5.raw	cell	f52fb48c0ef93690cb34d93fa9510e3b534c0ee67203f603f802e5b95baec6ce	SAMEA7712066
PXD002619-Sample 21	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 125	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC37A_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC37A_6.raw	cell	f52fb48c0ef93690cb34d93fa9510e3b534c0ee67203f603f802e5b95baec6ce	SAMEA7712066
PXD002619-Sample 22	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 126	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC9_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC9_1.raw	cell	97a00f756bbcaf86e0c398122bec8bffbc4464aa0205261d149bd4ed972e6bdb	SAMEA7712067
PXD002619-Sample 22	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 127	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC9_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC9_2.raw	cell	97a00f756bbcaf86e0c398122bec8bffbc4464aa0205261d149bd4ed972e6bdb	SAMEA7712067
PXD002619-Sample 22	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 128	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC9_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC9_3.raw	cell	97a00f756bbcaf86e0c398122bec8bffbc4464aa0205261d149bd4ed972e6bdb	SAMEA7712067
