field,category,annotator_a,annotator_b,pair_category,n_shared_docs,kappa
BMI,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
strain,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
developmental_stage,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
ethnicity,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
acquisition_method,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,-0.5
instrument,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
labeling,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
fragmentation_method,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
cleavage_agent,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
enrichment_method,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,-0.3333333333333333
fractionation_method,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
reduction_reagent,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,1.0
alkylation_reagent,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,1.0
collision_energy,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
ionization_type,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
mass_analyzer,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.5
alkylation_concentration,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
reduction_concentration,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
ptm,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
number_of_biological_replicates,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
number_of_technical_replicates,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
number_of_fractions,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
factor_value,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
experimental_design,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
number_of_samples,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
biological_replicate,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
technical_replicate,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
technology_type,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
species,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
tissue,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,-1.0
disease_state,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
cell_type,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
cell_line,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
sex,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
age,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
sample_source,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
anatomic_site_tumor,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
BMI,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
strain,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
developmental_stage,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
ethnicity,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
acquisition_method,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
instrument,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
labeling,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
fragmentation_method,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,-1.0
cleavage_agent,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
enrichment_method,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
fractionation_method,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
reduction_reagent,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
alkylation_reagent,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
collision_energy,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
ionization_type,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
mass_analyzer,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
alkylation_concentration,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
reduction_concentration,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
ptm,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
number_of_biological_replicates,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_technical_replicates,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_fractions,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
factor_value,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
experimental_design,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_samples,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
biological_replicate,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
technical_replicate,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
technology_type,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
species,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
tissue,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.5454545454545455
disease_state,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.2857142857142856
cell_type,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,-0.36363636363636376
cell_line,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
sex,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
age,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
sample_source,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
anatomic_site_tumor,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
BMI,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
strain,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
developmental_stage,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
ethnicity,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
acquisition_method,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.6153846153846155
instrument,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
labeling,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
fragmentation_method,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.2857142857142856
cleavage_agent,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
enrichment_method,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.6153846153846155
fractionation_method,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
reduction_reagent,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,-0.3636363636363634
alkylation_reagent,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
collision_energy,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,-0.2500000000000007
ionization_type,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
mass_analyzer,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
alkylation_concentration,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
reduction_concentration,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
ptm,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.6153846153846155
number_of_biological_replicates,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
number_of_technical_replicates,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
number_of_fractions,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
factor_value,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.11764705882352945
experimental_design,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
number_of_samples,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.2857142857142856
biological_replicate,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
technical_replicate,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
technology_type,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
species,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
tissue,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
disease_state,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,1.0
cell_type,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
cell_line,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
sex,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
age,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
sample_source,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
anatomic_site_tumor,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
BMI,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
strain,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,1.0
developmental_stage,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
ethnicity,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
acquisition_method,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
instrument,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
labeling,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
fragmentation_method,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
cleavage_agent,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
enrichment_method,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
fractionation_method,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
reduction_reagent,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
alkylation_reagent,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
collision_energy,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
ionization_type,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,1.0
mass_analyzer,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
alkylation_concentration,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
reduction_concentration,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
ptm,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
number_of_biological_replicates,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_technical_replicates,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_fractions,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
factor_value,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
experimental_design,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_samples,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
biological_replicate,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
technical_replicate,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
technology_type,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
species,biological,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
tissue,biological,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,0.0
disease_state,biological,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
cell_type,biological,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
cell_line,biological,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
sex,biological,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
age,biological,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
sample_source,biological,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
anatomic_site_tumor,biological,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
BMI,biological,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
strain,biological,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
developmental_stage,biological,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
ethnicity,biological,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
acquisition_method,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,0.0
instrument,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,0.0
labeling,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
fragmentation_method,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
cleavage_agent,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
enrichment_method,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,0.0
fractionation_method,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,0.0
reduction_reagent,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,0.0
alkylation_reagent,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,0.0
collision_energy,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,0.0
ionization_type,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
mass_analyzer,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,0.0
alkylation_concentration,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
reduction_concentration,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
ptm,technical,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,0.0
number_of_biological_replicates,experimental_design,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
number_of_technical_replicates,experimental_design,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
number_of_fractions,experimental_design,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,0.0
factor_value,experimental_design,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,0.0
experimental_design,experimental_design,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
number_of_samples,experimental_design,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
biological_replicate,experimental_design,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
technical_replicate,experimental_design,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,
technology_type,experimental_design,Annotator4,Annotator6,MultiHuman annotator vs. MultiHuman annotator,1,0.0
species,biological,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
tissue,biological,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
disease_state,biological,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
cell_type,biological,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
cell_line,biological,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
sex,biological,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
age,biological,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
sample_source,biological,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
anatomic_site_tumor,biological,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
BMI,biological,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
strain,biological,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
developmental_stage,biological,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
ethnicity,biological,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
acquisition_method,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
instrument,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
labeling,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
fragmentation_method,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
cleavage_agent,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
enrichment_method,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
fractionation_method,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
reduction_reagent,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
alkylation_reagent,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
collision_energy,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
ionization_type,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
mass_analyzer,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
alkylation_concentration,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
reduction_concentration,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
ptm,technical,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
number_of_biological_replicates,experimental_design,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_technical_replicates,experimental_design,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_fractions,experimental_design,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
factor_value,experimental_design,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
experimental_design,experimental_design,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_samples,experimental_design,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
biological_replicate,experimental_design,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
technical_replicate,experimental_design,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
technology_type,experimental_design,Annotator4,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
species,biological,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
tissue,biological,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
disease_state,biological,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
cell_type,biological,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
cell_line,biological,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
sex,biological,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
age,biological,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
sample_source,biological,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
anatomic_site_tumor,biological,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
BMI,biological,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
strain,biological,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,0.0
developmental_stage,biological,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
ethnicity,biological,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
acquisition_method,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
instrument,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,0.0
labeling,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
fragmentation_method,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,0.0
cleavage_agent,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
enrichment_method,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
fractionation_method,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,0.0
reduction_reagent,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,0.0
alkylation_reagent,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,0.0
collision_energy,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,0.0
ionization_type,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,0.0
mass_analyzer,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
alkylation_concentration,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
reduction_concentration,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
ptm,technical,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
number_of_biological_replicates,experimental_design,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
number_of_technical_replicates,experimental_design,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
number_of_fractions,experimental_design,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,0.0
factor_value,experimental_design,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,0.0
experimental_design,experimental_design,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
number_of_samples,experimental_design,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
biological_replicate,experimental_design,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
technical_replicate,experimental_design,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
technology_type,experimental_design,Annotator4,Annotator8,MultiHuman annotator vs. MultiHuman annotator,1,
species,biological,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,0.0
tissue,biological,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,0.0
disease_state,biological,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
cell_type,biological,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
cell_line,biological,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,0.0
sex,biological,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
age,biological,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
sample_source,biological,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
anatomic_site_tumor,biological,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
BMI,biological,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
strain,biological,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,1.0
developmental_stage,biological,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
ethnicity,biological,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
acquisition_method,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
instrument,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
labeling,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,1.0
fragmentation_method,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
cleavage_agent,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,1.0
enrichment_method,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,0.0
fractionation_method,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,1.0
reduction_reagent,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,1.0
alkylation_reagent,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,1.0
collision_energy,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
ionization_type,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
mass_analyzer,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,0.0
alkylation_concentration,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
reduction_concentration,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
ptm,technical,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,1.0
number_of_biological_replicates,experimental_design,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_technical_replicates,experimental_design,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_fractions,experimental_design,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,0.0
factor_value,experimental_design,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,0.0
experimental_design,experimental_design,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_samples,experimental_design,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
biological_replicate,experimental_design,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
technical_replicate,experimental_design,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
technology_type,experimental_design,Annotator5,Annotator6,MultiHuman annotator vs. MultiHuman annotator,2,
