source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD004732-Sample-1359	Homo sapiens	not available	not available	not available	not available	not available	run 1359	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BE1-Thermo_SRM_Pool_5_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1360	Homo sapiens	not available	not available	not available	not available	not available	run 1360	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BA3-TUM_second_pool_83_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1361	Homo sapiens	not available	not available	not available	not available	not available	run 1361	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BA1-Thermo_SRM_Pool_1_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1362	Homo sapiens	not available	not available	not available	not available	not available	run 1362	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BH2-TUM_second_pool_82_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1363	Homo sapiens	not available	not available	not available	not available	not available	run 1363	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01709a_GC4-TUM_first_pool_126_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1364	Homo sapiens	not available	not available	not available	not available	not available	run 1364	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GC1-TUM_first_pool_3_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1365	Homo sapiens	not available	not available	not available	not available	not available	run 1365	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BC6-Thermo_SRM_Pool_43_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1366	Homo sapiens	not available	not available	not available	not available	not available	run 1366	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BA1-TUM_first_pool_43_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1367	Homo sapiens	not available	not available	not available	not available	not available	run 1367	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BA2-TUM_first_pool_51_01_01-3xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1368	Homo sapiens	not available	not available	not available	not available	not available	run 1368	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01812a_GB1-TUM_second_pool_86_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1369	Homo sapiens	not available	not available	not available	not available	not available	run 1369	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BD2-Thermo_SRM_Pool_12_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1370	Homo sapiens	not available	not available	not available	not available	not available	run 1370	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01748a_BC1-TUM_second_pool_9_02_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1371	Homo sapiens	not available	not available	not available	not available	not available	run 1371	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BC2-Thermo_SRM_Pool_11_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1372	Homo sapiens	not available	not available	not available	not available	not available	run 1372	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BF9-Thermo_SRM_Pool_70_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1373	Homo sapiens	not available	not available	not available	not available	not available	run 1373	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BF9-Thermo_SRM_Pool_70_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1374	Homo sapiens	not available	not available	not available	not available	not available	run 1374	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BC7-TUM_first_pool_93_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1375	Homo sapiens	not available	not available	not available	not available	not available	run 1375	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BC2-TUM_second_pool_23_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1376	Homo sapiens	not available	not available	not available	not available	not available	run 1376	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BD2-TUM_first_pool_54_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1377	Homo sapiens	not available	not available	not available	not available	not available	run 1377	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BH3-TUM_second_pool_36_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1378	Homo sapiens	not available	not available	not available	not available	not available	run 1378	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GB2-TUM_first_pool_10_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1379	Homo sapiens	not available	not available	not available	not available	not available	run 1379	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BH3-TUM_first_pool_66_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1380	Homo sapiens	not available	not available	not available	not available	not available	run 1380	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BG7-Thermo_SRM_Pool_55_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1381	Homo sapiens	not available	not available	not available	not available	not available	run 1381	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01709a_GC3-TUM_first_pool_117_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1382	Homo sapiens	not available	not available	not available	not available	not available	run 1382	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BD1-TUM_first_pool_46_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1383	Homo sapiens	not available	not available	not available	not available	not available	run 1383	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01906a_BE1-TUM_second_pool_113_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1384	Homo sapiens	not available	not available	not available	not available	not available	run 1384	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BD7-TUM_first_pool_94_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1385	Homo sapiens	not available	not available	not available	not available	not available	run 1385	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01748a_BG3-TUM_second_pool_57_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1386	Homo sapiens	not available	not available	not available	not available	not available	run 1386	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BA2-TUM_second_pool_21_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1387	Homo sapiens	not available	not available	not available	not available	not available	run 1387	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01709a_GH2-TUM_first_pool_114_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1388	Homo sapiens	not available	not available	not available	not available	not available	run 1388	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01748a_BD4-TUM_second_pool_62_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1389	Homo sapiens	not available	not available	not available	not available	not available	run 1389	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GC5-TUM_first_pool_35_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1390	Homo sapiens	not available	not available	not available	not available	not available	run 1390	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BB4-TUM_second_pool_98_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1391	Homo sapiens	not available	not available	not available	not available	not available	run 1391	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BC2-TUM_second_pool_77_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1392	Homo sapiens	not available	not available	not available	not available	not available	run 1392	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GE3-TUM_first_pool_21_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1393	Homo sapiens	not available	not available	not available	not available	not available	run 1393	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01748a_BE1-TUM_second_pool_11_02_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1394	Homo sapiens	not available	not available	not available	not available	not available	run 1394	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BB3-TUM_first_pool_60_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1395	Homo sapiens	not available	not available	not available	not available	not available	run 1395	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01812a_GD3-TUM_third_pool_6_01_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1396	Homo sapiens	not available	not available	not available	not available	not available	run 1396	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BE1-Thermo_SRM_Pool_5_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1397	Homo sapiens	not available	not available	not available	not available	not available	run 1397	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BD4-TUM_first_pool_70_01_01-3xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1398	Homo sapiens	not available	not available	not available	not available	not available	run 1398	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BB3-TUM_second_pool_84_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1399	Homo sapiens	not available	not available	not available	not available	not available	run 1399	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BG8-Thermo_SRM_Pool_63_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1400	Homo sapiens	not available	not available	not available	not available	not available	run 1400	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640a_BF5-Thermo_SRM_Pool_38_01_01-3xHCD-1h-R4.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1401	Homo sapiens	not available	not available	not available	not available	not available	run 1401	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BG3-TUM_second_pool_35_01_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1402	Homo sapiens	not available	not available	not available	not available	not available	run 1402	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BH1-TUM_first_pool_50_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1403	Homo sapiens	not available	not available	not available	not available	not available	run 1403	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BB2-TUM_second_pool_76_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1404	Homo sapiens	not available	not available	not available	not available	not available	run 1404	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01906a_BG1-TUM_second_pool_115_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1405	Homo sapiens	not available	not available	not available	not available	not available	run 1405	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01829a_BB3-TUM_third_pool_4_01_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1406	Homo sapiens	not available	not available	not available	not available	not available	run 1406	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BE6-Thermo_SRM_Pool_45_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1407	Homo sapiens	not available	not available	not available	not available	not available	run 1407	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01866a_GD3-TUM_second_pool_108_02_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1408	Homo sapiens	not available	not available	not available	not available	not available	run 1408	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01709a_GH2-TUM_first_pool_114_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1409	Homo sapiens	not available	not available	not available	not available	not available	run 1409	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BD4-TUM_second_pool_40_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1410	Homo sapiens	not available	not available	not available	not available	not available	run 1410	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01906a_BB1-TUM_second_pool_110_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1411	Homo sapiens	not available	not available	not available	not available	not available	run 1411	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GB1-TUM_first_pool_2_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1412	Homo sapiens	not available	not available	not available	not available	not available	run 1412	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BF7-TUM_first_pool_96_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1413	Homo sapiens	not available	not available	not available	not available	not available	run 1413	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BB11-Thermo_SRM_Pool_82_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1414	Homo sapiens	not available	not available	not available	not available	not available	run 1414	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GH4-TUM_first_pool_32_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1415	Homo sapiens	not available	not available	not available	not available	not available	run 1415	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BB1-TUM_first_pool_44_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1416	Homo sapiens	not available	not available	not available	not available	not available	run 1416	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01709a_GA3-TUM_first_pool_115_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1417	Homo sapiens	not available	not available	not available	not available	not available	run 1417	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01748a_BA1-TUM_second_pool_7_02_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1418	Homo sapiens	not available	not available	not available	not available	not available	run 1418	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01812a_GA1-TUM_second_pool_85_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1419	Homo sapiens	not available	not available	not available	not available	not available	run 1419	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BF4-TUM_second_pool_42_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1420	Homo sapiens	not available	not available	not available	not available	not available	run 1420	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BE2-TUM_second_pool_25_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1421	Homo sapiens	not available	not available	not available	not available	not available	run 1421	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01748a_BA1-TUM_second_pool_7_02_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1422	Homo sapiens	not available	not available	not available	not available	not available	run 1422	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01906a_BA1-TUM_second_pool_109_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1423	Homo sapiens	not available	not available	not available	not available	not available	run 1423	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01906a_BB2-TUM_second_pool_118_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-1424	Homo sapiens	not available	not available	not available	not available	not available	run 1424	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BH6-Thermo_SRM_Pool_48_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
