source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD015833-Sample-94	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 94	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-95	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 95	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8141A17RW2_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-96	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 96	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A48RW2_B1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-97	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 97	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A45RW2_G1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-98	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 98	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A33RW2_C1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-99	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 99	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8141A19RW2_H1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-100	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 100	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_Lum_fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-101	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 101	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms3_Lum_fr10.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-102	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 102	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A23RW2_D1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-103	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 103	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr12.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-104	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 104	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A24RW2_E1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-105	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 105	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms3_Lum_fr11.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-106	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 106	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A41RW2_C1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-107	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 107	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A22RW2_C1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-108	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 108	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A1RW2_HDXA1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-109	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 109	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr9.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-110	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 110	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A39RW2_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-111	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 111	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A37RW2_G1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-112	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 112	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A31RW2_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-113	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 113	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-114	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 114	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-115	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 115	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr5.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-116	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 116	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A53RW2_G1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-117	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 117	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A51RW2_E1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-118	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 118	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_Lum_fr5.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-119	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 119	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A38RW2_H1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-120	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 120	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A15RW2_D1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-121	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 121	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A13RW2_B1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-122	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 122	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A25RW2_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-123	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 123	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A15RW2_D1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-124	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 124	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr11.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
