source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD008840-Sample-910	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 910	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC044N_DGC_83574_E001173_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-911	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 911	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC115T_DGC_85336_E002518_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-912	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 912	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC097N_DGC_85352_E002680_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-913	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 913	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC052N_DGC_83633_E001043_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-914	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 914	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC091T_DGC_85346_E002674_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-915	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 915	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC100T_DGC_85355_E002683_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-916	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 916	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC116T_DGC_85367_E002695_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-917	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 917	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC116N_DGC_85366_E002694_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-918	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 918	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC048N_DGC_83627_E001037_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-919	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 919	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC046T_DGC_83577_E001176_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-920	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 920	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC063N_DGC_83868_E001195_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-921	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 921	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC063N_DGC_83868_E001195_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-922	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 922	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC080N_DGC_83970_E001412_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-923	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 923	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC012N_DGC_83197_E000502_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-924	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 924	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC037T_DGC_83398_E000883_F6_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-925	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 925	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC012T_DGC_83196_E000501_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-926	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 926	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC041N_DGC_83568_E001167_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-927	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 927	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC043T_DGC_83571_E001170_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-928	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 928	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC046N_DGC_83578_E001177_F6_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-929	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 929	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC052T_DGC_83632_E001042_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-930	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 930	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC060T_DGC_83957_E001399_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-931	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 931	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC057T_DGC_83813_E001186_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-932	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 932	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC101N_DGC_85298_E002500_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-933	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 933	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC043N_DGC_83572_E001171_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-934	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 934	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC107T_DGC_85303_E002505_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-935	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 935	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC094N_DGC_85351_E002679_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-936	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 936	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC045N_DGC_83576_E001175_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-937	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 937	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC071T_DGC_83889_E001210_F6_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-938	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 938	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC048N_DGC_83627_E001037_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-939	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 939	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC030N_DGC_83566_E001219_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-940	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 940	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC060T_DGC_83957_E001399_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-941	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 941	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC035N_DGC_83397_E000880_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-942	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 942	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC031T_DGC_83323_E000761_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-943	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 943	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC117T_DGC_85369_E002697_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-944	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 944	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC022N_DGC_82804_E000746_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-945	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 945	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC067N_DGC_83876_E001203_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-946	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 946	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC054N_DGC_83788_E001067_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
