source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD006003-Sample-776	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 776	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20170329_MH_SA_PD1_53_4.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-777	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 777	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20161101_MH_SA_PD1_20-5.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-778	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 778	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130104_MH_TIL_5_3.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-779	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 779	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20180917_MH_SA_Crispr526_Cont_3.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-780	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 780	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130228_MH_TIL-17_6.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-781	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 781	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Fozzie_20181010_MH_SA_PD1_72_2.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-782	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 782	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130104_MH_TIL_29_4.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-783	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 783	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130228_MH_TIL-2_5.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-784	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 784	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20161117_MH_SA_PD1_17-3.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-785	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 785	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130228_MH_TIL-16_8.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-786	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 786	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20180827_SA_MH_Mel04-DCA-0_2.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-787	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 787	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20161117_MH_SA_PD1_14-4.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-788	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 788	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20140416_MH_TIL_30_11.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-789	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 789	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20161101_MH_SA_PD1_25-2.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-790	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 790	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130228_MH_TIL-1_5.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-791	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 791	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20170915_MH_SA_Cont_4.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-792	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 792	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20180902_SA_MH_PD1_82_2.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-793	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 793	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130228_MH_TIL-16_5.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-794	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 794	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130228_MH_TIL-21_4.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-795	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 795	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Fozzie_20181010_MH_SA_PD1_80_3.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-796	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 796	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130228_MH_TIL-4_4.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-797	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 797	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130228_MH_TIL-8_11.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-798	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 798	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130228_MH_TIL-35_8.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-799	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 799	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20180827_SA_MH_Mel76-DCA-0_3.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-800	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 800	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130104_MH_TIL_40_5.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-801	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 801	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20140429_MH_TIL_34_2_11.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-802	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 802	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20140429_MH_TIL_42_5.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-803	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 803	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20170329_MH_SA_PD1_10_2.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-804	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 804	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130228_MH_TIL-27_3.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-805	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 805	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Fozzie_20181010_MH_SA_PD1_64_1.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-806	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 806	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130228_MH_TIL-12_11.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-807	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 807	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20170915_MH_SA_CPT1A-4_3.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-808	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 808	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20180827_SA_MH_Mel526-DCA-0_3.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-809	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 809	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Fozzie_20181010_MH_SA_PD1_71_4.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
