source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013923-Sample-102	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 102	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131116_CCs_EV_A375_ERKi_30min_S013_14_131122203229.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-103	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 103	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140213_KMJ_CCS_MEKi_V3_30min_P06.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-104	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 104	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140320_CCS_EV_A375_RAFi_30min_v4_P02.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-105	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 105	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140213_KMJ_CCS_MEKi_V3_30min_P04.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-106	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 106	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131114_CCS_EV_A375_RAFi_30min_S02_12.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-107	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 107	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131114_CCS_EV_A375_RAFi_30min_S015.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-108	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 108	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	2013114_CCS_ERKi_30min_P04.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-109	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 109	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140213_KMJ_CCS_MEKi_V3_30min_P02.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-110	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 110	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131116_CCs_EV_A375_ERKi_30min_S07_8.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-111	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 111	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140207_KMJ_CCS_RAFi30min_V3_S01.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-112	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 112	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140214_CCS_EV_A375_MEKi_30min_v4_S01.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-113	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 113	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140214_CCS_EV_A375_MEKi_30min_v4_S015.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-114	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 114	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140320_CCS_EV_A375_RAFi_30min_v4_S03_4_5_6.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-115	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 115	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140211_KMJ_CCS_RAFi_V3_30min_P04.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-116	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 116	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140214_KMJ_CCS_ERKi30min_V3_S09_10_11.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-117	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 117	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140210_KMJ_CCS_MEKi30min_V3_S02_12.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-118	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 118	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	2013114_CCS_ERKi_30min_P02.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-119	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 119	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140214_KMJ_CCS_ERKi30min_V3_S03_4_5_6.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-120	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 120	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140320_CCS_EV_A375_RAFi_30min_v4_P01.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-121	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 121	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131116_CCs_EV_A375_MEKi_30min_S09_10_11.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-122	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 122	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	2013114_CCS_MEKi_30min_P04.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-123	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 123	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140214_CCS_EV_A375_MEKi_30min_v4_S07_8.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-124	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 124	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131116_CCs_EV_A375_ERKi_30min_S03_4_5_6.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
