source name	characteristics[time point]	characteristics[organism]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	comment[label]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[collision mode]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[Number of missed cleavages]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]		
R3	15hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT129N	1	2	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11960.raw		
R3	17hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT129C	1	2	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11960.raw		
R3	21hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT130N	1	2	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11960.raw		
R3	25hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT130C	1	2	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11960.raw		
R3	29hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT131N	1	2	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11960.raw		
R3	33hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT131C	1	2	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11960.raw		
R3	5hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT126	1	3	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11961.raw		
R3	7hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT127N	1	3	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11961.raw		
R3	9hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT127C	1	3	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11961.raw		
R3	11hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT128N	1	3	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11961.raw		
R3	13hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT128C	1	3	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11961.raw		
R3	15hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT129N	1	3	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11961.raw		
R3	17hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT129C	1	3	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11961.raw		
R3	21hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT130N	1	3	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11961.raw		
R3	25hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT130C	1	3	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11961.raw		
R3	29hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT131N	1	3	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11961.raw		
R3	33hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT131C	1	3	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11961.raw		
R3	5hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT126	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11962.raw		
R3	7hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT127N	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11962.raw		
R3	9hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT127C	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11962.raw		
R3	11hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT128N	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11962.raw		
R3	13hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT128C	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11962.raw		
R3	15hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT129N	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11962.raw		
R3	17hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT129C	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11962.raw		
R3	21hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT130N	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11962.raw		
R3	25hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT130C	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11962.raw		
R3	29hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT131N	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11962.raw		
R3	33hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT131C	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11962.raw		
R3	5hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT126	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11963.raw		
R3	7hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT127N	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11963.raw		
R3	9hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT127C	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11963.raw		
R3	11hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT128N	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11963.raw		
R3	13hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT128C	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11963.raw		
R3	15hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT129N	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11963.raw		
R3	17hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT129C	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11963.raw		
R3	21hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT130N	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11963.raw		
R3	25hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT130C	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11963.raw		
R3	29hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT131N	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11963.raw		
R3	33hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT131C	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11963.raw		
R3	5hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT126	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11964.raw		
R3	7hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT127N	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11964.raw		
R3	9hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT127C	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11964.raw		
R3	11hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT128N	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11964.raw		
R3	13hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT128C	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11964.raw		
R3	15hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT129N	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11964.raw		
R3	17hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT129C	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11964.raw		
R3	21hr	Saccharomyces cerevisiae	no enrichment	Flask 3	Time course	TMT130N	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11964.raw		
